Threat Category,IOCs (Indicators of Compromise),Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Predicted Threat Category,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels,Word Count
Malware,"['192.168.1.1', 'malicious.com']",Anonymous,Network,USA,0.73,5,Ransomware,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,13
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Web,Global,0.6,1,Phishing,Monitor for Phishing,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing,45
Malware,['123.456.78.9'],Unknown,Email,North Korea,0.58,4,Ransomware,Quarantine,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS,32
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Web,Russia,0.62,5,Malware,Increase Web Security,4,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Malware,24
Phishing,"['192.168.1.1', 'malicious.com']",Lazarus Group,Network,Germany,0.86,5,Malware,Patch Vulnerability,4,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Ransomware,12
Phishing,"['malicious.net', 'spam.exe']",Unknown,Web,North Korea,0.64,5,Malware,Quarantine,5,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",DDoS,41
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Network,USA,0.67,1,Phishing,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware,19
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Web,Germany,0.72,3,Ransomware,Quarantine,4,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,49
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Network,Russia,0.96,1,Phishing,Patch Vulnerability,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Ransomware,47
Phishing,['123.456.78.9'],Lazarus Group,Web,North Korea,0.59,3,Ransomware,Monitor for Phishing,4,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,31
DDoS,['123.456.78.9'],Unknown,Web,Germany,0.5,5,DDoS,Quarantine,4,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,23
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Web,North Korea,0.53,5,DDoS,Patch Vulnerability,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware,26
Malware,"['malicious.net', 'spam.exe']",Lazarus Group,Email,North Korea,0.95,4,Phishing,Patch Vulnerability,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware,30
Phishing,"['192.168.1.1', 'malicious.com']",APT-28,Web,Russia,0.82,3,Malware,Increase Web Security,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Ransomware,24
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Email,Global,0.64,5,Phishing,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,24
Malware,"['malicious.net', 'spam.exe']",Anonymous,Network,Germany,0.59,2,Malware,Patch Vulnerability,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware,10
Malware,"['malicious.net', 'spam.exe']",Anonymous,Web,Russia,0.65,4,Ransomware,Increase Web Security,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,33
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,North Korea,0.56,1,Malware,Patch Vulnerability,2,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,21
DDoS,['123.456.78.9'],APT-28,Network,Russia,0.97,4,Malware,Quarantine,2,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing,19
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Web,Global,0.89,2,Ransomware,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,40
Phishing,['123.456.78.9'],APT-28,Email,Germany,0.73,3,DDoS,Quarantine,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,20
Malware,['123.456.78.9'],APT-28,Web,Global,0.93,1,Ransomware,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,25
DDoS,"['malicious.net', 'spam.exe']",APT-28,Network,USA,0.62,1,Phishing,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware,18
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Network,Germany,0.86,3,Phishing,Patch Vulnerability,4,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",DDoS,23
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Web,Global,0.93,4,Phishing,Quarantine,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS,28
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Email,North Korea,0.68,5,Phishing,Increase Web Security,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,40
Phishing,"['malwarehash123', 'trojan.com']",APT-28,Email,Germany,0.88,4,Phishing,Increase Web Security,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Malware,18
Ransomware,['123.456.78.9'],Lazarus Group,Network,Germany,0.65,2,DDoS,Increase Web Security,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Ransomware,45
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Russia,0.65,5,DDoS,Patch Vulnerability,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,48
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Email,North Korea,0.55,4,Malware,Patch Vulnerability,2,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS,35
Phishing,['123.456.78.9'],APT-28,Web,USA,0.72,3,Phishing,Quarantine,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware,17
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Network,Global,0.86,2,Ransomware,Monitor for Phishing,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,33
DDoS,"['10.0.0.2', 'infected.exe']",Unknown,Email,Russia,0.97,2,Phishing,Patch Vulnerability,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware,17
Phishing,['123.456.78.9'],Unknown,Network,Global,0.8,2,DDoS,Quarantine,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,28
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Web,USA,0.93,5,Phishing,Quarantine,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS,39
Malware,['123.456.78.9'],Unknown,Email,USA,0.91,1,DDoS,Monitor for Phishing,4,phishing email with malicious link,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",DDoS,31
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Network,Germany,0.59,5,Malware,Increase Web Security,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,18
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Web,USA,0.74,4,Malware,Quarantine,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware,13
Malware,"['malicious.net', 'spam.exe']",APT-28,Network,Global,0.56,1,Malware,Quarantine,1,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,46
DDoS,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,North Korea,0.84,4,DDoS,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,17
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Web,North Korea,0.97,1,Phishing,Increase Web Security,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware,10
Ransomware,['123.456.78.9'],Anonymous,Email,Germany,0.57,5,Phishing,Increase Web Security,4,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,37
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Global,0.87,2,Ransomware,Monitor for Phishing,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware,15
Phishing,"['192.168.1.1', 'malicious.com']",Lazarus Group,Network,Global,0.82,3,DDoS,Patch Vulnerability,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,45
DDoS,"['malwarehash123', 'trojan.com']",Anonymous,Web,USA,0.79,2,Ransomware,Increase Web Security,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware,20
Malware,"['192.168.1.1', 'malicious.com']",Anonymous,Web,Global,0.7,5,Malware,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Malware,14
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,Russia,0.68,1,Phishing,Patch Vulnerability,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,33
Ransomware,"['192.168.1.1', 'malicious.com']",Anonymous,Web,USA,0.52,2,DDoS,Increase Web Security,5,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware,27
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Web,Russia,0.61,5,Ransomware,Quarantine,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing,29
DDoS,"['malicious.net', 'spam.exe']",APT-28,Network,Germany,0.51,4,Ransomware,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,37
Phishing,['123.456.78.9'],APT-28,Email,North Korea,0.79,3,Ransomware,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,22
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,Germany,0.55,2,Phishing,Quarantine,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,14
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Email,North Korea,0.94,1,Phishing,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,39
DDoS,['123.456.78.9'],Anonymous,Web,Germany,0.76,4,Phishing,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS,10
Ransomware,['123.456.78.9'],Unknown,Email,Global,0.85,5,DDoS,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Ransomware,31
DDoS,"['192.168.1.1', 'malicious.com']",Unknown,Web,Russia,0.71,3,Phishing,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Malware,27
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Web,North Korea,0.78,1,DDoS,Quarantine,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,14
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Network,USA,0.97,5,Ransomware,Quarantine,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,40
Ransomware,"['malicious.net', 'spam.exe']",Anonymous,Network,Russia,0.54,5,Ransomware,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,15
DDoS,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,USA,0.63,2,Malware,Patch Vulnerability,3,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,36
DDoS,"['malwarehash123', 'trojan.com']",Anonymous,Network,Russia,0.89,2,Phishing,Patch Vulnerability,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,34
Ransomware,"['10.0.0.2', 'infected.exe']",Unknown,Network,Russia,0.55,1,Ransomware,Monitor for Phishing,5,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,38
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Germany,0.54,5,Phishing,Monitor for Phishing,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware,37
DDoS,"['10.0.0.2', 'infected.exe']",Anonymous,Web,North Korea,0.68,2,DDoS,Quarantine,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,25
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Email,North Korea,0.55,3,Ransomware,Quarantine,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware,21
DDoS,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,Russia,0.79,3,Phishing,Increase Web Security,1,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,29
DDoS,"['malicious.net', 'spam.exe']",Anonymous,Web,Global,0.61,5,Ransomware,Quarantine,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,27
Ransomware,"['192.168.1.1', 'malicious.com']",Anonymous,Network,Global,0.95,2,Ransomware,Monitor for Phishing,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing,43
Ransomware,"['192.168.1.1', 'malicious.com']",Anonymous,Web,USA,0.89,1,Phishing,Monitor for Phishing,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware,32
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Network,USA,0.85,1,Ransomware,Monitor for Phishing,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,36
Phishing,['123.456.78.9'],Unknown,Email,Germany,0.81,1,Ransomware,Patch Vulnerability,4,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware,26
DDoS,['123.456.78.9'],Unknown,Email,Russia,0.93,3,Ransomware,Patch Vulnerability,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware,30
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Web,USA,0.61,2,Ransomware,Quarantine,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware,49
Malware,"['malicious.net', 'spam.exe']",Anonymous,Email,USA,0.94,2,DDoS,Increase Web Security,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,40
DDoS,"['malwarehash123', 'trojan.com']",APT-28,Web,Russia,0.89,3,Ransomware,Increase Web Security,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware,12
Phishing,"['malwarehash123', 'trojan.com']",APT-28,Email,Germany,0.87,1,Malware,Increase Web Security,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS,26
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Network,USA,0.78,1,Ransomware,Patch Vulnerability,2,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware,35
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Network,Germany,0.62,5,Phishing,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,32
